index,code,year,period,id,Country,population,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
19,EEA_3161-01-1,2009,2009-01--2009-12,FRDR179,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
20,EEA_3161-05-5,2009,2009-01--2009-12,FRDR179,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
27,EEA_3161-01-1,2009,2009-01--2009-12,FRDR174,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
28,EEA_3161-05-5,2009,2009-01--2009-12,FRDR174,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
49,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
52,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
90,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
99,EEA_3161-02-2,2007,2007-01--2007-12,UKSC005287,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
105,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010758,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
116,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0543,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
117,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0543,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
135,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0543,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
136,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0543,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
139,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0543,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
179,EEA_3161-01-1,2009,2009-01--2009-12,FRHR232B,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
180,EEA_3161-05-5,2009,2009-01--2009-12,FRHR232B,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
183,EEA_3161-05-5,2009,2009-01--2009-12,FRHR233,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
210,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0418,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
213,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0418,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
221,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0248,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
230,EEA_3161-01-1,2009,2009-01--2009-12,ES030MSPF0522011,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
244,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0143A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
265,EEA_3161-05-5,2009,2009-01--2009-12,FRB1R557,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
266,EEA_3161-02-2,2009,2009-01--2009-12,FRB1R557,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
268,EEA_3161-03-3,2009,2009-01--2009-12,FRB1R562,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
273,EEA_3161-05-5,2009,2009-01--2009-12,ES030MSPF0522011,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
301,EEA_3161-01-1,2009,2009-01--2009-12,ES12118,Spain,93.6771974435832,50941692.0,2.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
319,EEA_3161-03-3,2009,2009-04--2009-10,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
324,EEA_31615-01-7,2009,2009-01--2009-12,FRDR173B,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
327,EEA_31615-01-7,2009,2009-01--2009-12,FRDR172,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
330,EEA_31615-01-7,2009,2009-01--2009-12,FRCR127,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
331,EEA_3161-02-2,2009,2009-01--2009-12,FRCR127,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
334,EEA_3161-03-3,2009,2009-01--2009-12,FRHR321,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
338,EEA_3161-05-5,2009,2009-01--2009-12,FRHR317-I4310600,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
340,EEA_31615-01-7,2009,2009-01--2009-12,FRHR317-I4310600,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
344,EEA_3161-05-5,2009,2009-01--2009-12,FRHR354-I5030600,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
353,EEA_3161-01-1,2009,2009-01--2009-12,FRHR317-I4310600,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
361,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0002,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
378,EEA_3161-01-1,2009,2009-01--2009-12,FRHR354-I5030600,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
381,EEA_3161-02-2,2009,2009-01--2009-12,FRHR314,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
384,EEA_3161-02-2,2009,2009-01--2009-12,FRHR317-I4310600,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
391,EEA_3161-02-2,2009,2009-01--2009-12,FRHR315,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
397,EEA_31615-01-7,2009,2009-01--2009-12,FRHR354-I5030600,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
417,EEA_31615-01-7,2009,2009-01--2009-12,FRFR183,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
426,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0460C,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
450,EEA_3161-02-2,2007,2007-01--2007-12,UKSC006806,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
453,EEA_3161-02-2,2007,2007-01--2007-12,UKSC010000,United Kingdom,274.70898193692403,25867961.0,5.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
475,EEA_3161-05-5,2008,2008-01--2008-12,FRDR1414,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
476,EEA_3161-02-2,2008,2008-01--2008-12,FRDR1414,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
479,EEA_3161-05-5,2008,2008-01--2008-12,FRDR490,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
480,EEA_3161-02-2,2008,2008-01--2008-12,FRDR490,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
484,EEA_3161-01-1,2008,2008-01--2008-12,FRDR1414,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
487,EEA_3161-01-1,2008,2008-01--2008-12,FRDR490,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
501,EEA_31615-01-7,2008,2008-01--2008-12,FRDR541A,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
523,EEA_3161-05-5,2008,2008-01--2008-12,FRDR2023,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
524,EEA_31615-01-7,2008,2008-01--2008-12,FRDR2023,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
537,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0411B,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
552,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0361,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
554,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0433,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
560,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0433,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
562,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0361,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
563,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0444,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
584,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0167A,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
591,EEA_3161-03-3,2009,2009-06--2009-08,FRGR0004A,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
598,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0004A,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
599,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0004A,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
610,EEA_3161-01-1,2009,2009-01--2009-12,FRCR69,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
618,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0167A,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
628,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0004A,France,122.299437237519,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
634,EEA_3161-05-5,2009,2009-01--2009-12,FRCR78,France,122.299437237519,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
636,EEA_3161-05-5,2009,2009-01--2009-12,FRCR20,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
637,EEA_31615-01-7,2009,2009-01--2009-12,FRCR20,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
646,EEA_3161-05-5,2009,2009-01--2009-12,FRDR174,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
653,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010493,United Kingdom,274.70898193692403,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
654,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010492,United Kingdom,274.70898193692403,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
655,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010657,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
656,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010610,United Kingdom,274.70898193692403,25867961.0,5.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
658,EEA_3161-02-2,2006,2006-01--2006-12,UKSC010484,United Kingdom,274.70898193692403,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
674,EEA_3161-03-3,2008,2008-01--2008-12,FRGR1026,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
681,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0460C,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
685,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0520,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
688,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0524,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
724,EEA_31615-01-7,2008,2008-01--2008-12,FRHR77,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
726,EEA_3161-05-5,2008,2008-01--2008-12,FRHR79,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
727,EEA_31615-01-7,2008,2008-01--2008-12,FRHR79,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
728,EEA_3161-02-2,2008,2008-01--2008-12,FRHR79,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
730,EEA_3161-01-1,2008,2008-01--2008-12,FRDR182,France,122.299437237519,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
733,EEA_3161-01-1,2008,2008-01--2008-12,FRDR136B,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
734,EEA_3161-05-5,2008,2008-01--2008-12,FRDR136B,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
735,EEA_3161-01-1,2008,2008-01--2008-12,FRDR11502,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
736,EEA_3161-05-5,2008,2008-01--2008-12,FRDR11502,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
744,EEA_3161-01-1,2008,2008-01--2008-12,FRDR11359,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
745,EEA_3161-05-5,2008,2008-01--2008-12,FRDR11359,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
760,EEA_3161-05-5,2008,2008-01--2008-12,FRDR182,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
761,EEA_3161-02-2,2008,2008-01--2008-12,FRDR182,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
769,EEA_3161-05-5,2009,2009-01--2009-12,FRB1R723,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
797,EEA_3161-03-3,2009,2009-06--2009-08,FRGR0229,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
802,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0286,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
803,EEA_3161-03-3,2009,2009-01--2009-12,FRB1R557,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
806,EEA_3161-01-1,2009,2009-01--2009-12,FRB1R562,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
808,EEA_3161-05-5,2009,2009-01--2009-12,FRB1R562,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
814,EEA_3161-03-3,2009,2009-01--2009-12,ES030MSPF0522011,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
815,EEA_31615-01-7,2009,2009-01--2009-12,ES12113,Spain,93.6771974435832,50941692.0,6.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
818,EEA_3161-03-3,2009,2009-01--2009-12,ES030MSPF0404021,Spain,93.6771974435832,50941692.0,5.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
825,EEA_3161-03-3,2009,2009-01--2009-12,ES12121,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
839,EEA_3161-03-3,2009,2009-01--2009-12,ES12120,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
842,EEA_31615-01-7,2009,2009-01--2009-12,ES12118,Spain,93.6771974435832,50941692.0,2.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
850,EEA_31615-01-7,2009,2009-01--2009-12,ES12120,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
854,EEA_3161-05-5,2009,2009-01--2009-12,ES030MSPF0404021,Spain,93.6771974435832,50941692.0,5.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
855,EEA_3161-03-3,2009,2009-01--2009-12,ES12118,Spain,93.6771974435832,50941692.0,2.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
863,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0144A,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
870,EEA_3161-05-5,2009,2009-01--2009-12,ES030MSPF0310010,Spain,93.6771974435832,50941692.0,2.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
872,EEA_3161-01-1,2009,2009-01--2009-12,ES030MSPF0329010,Spain,93.6771974435832,50941692.0,3.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
875,EEA_3161-01-1,2009,2009-01--2009-12,FRCR90,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
884,EEA_3161-03-3,2009,2009-01--2009-12,FRCR22,France,122.299437237519,71176346.0,7.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
887,EEA_31615-01-7,2007,2007-01--2007-12,UKSC005105,United Kingdom,274.70898193692403,25867961.0,2.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
888,EEA_31615-01-7,2007,2007-01--2007-12,UKSC005266,United Kingdom,274.70898193692403,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
890,EEA_31615-01-7,2007,2007-01--2007-12,UKSC005220,United Kingdom,274.70898193692403,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
898,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010642,United Kingdom,274.70898193692403,25867961.0,2.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
901,EEA_3161-02-2,2007,2007-01--2007-12,UKSC004000,United Kingdom,274.70898193692403,25867961.0,5.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
902,EEA_3161-02-2,2007,2007-01--2007-12,UKSC006834,United Kingdom,274.70898193692403,25867961.0,4.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
927,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010757,United Kingdom,274.70898193692403,25867961.0,2.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
931,EEA_31615-01-7,2007,2007-01--2007-12,UKSC023000,United Kingdom,274.70898193692403,25867961.0,4.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
934,EEA_31615-01-7,2007,2007-01--2007-12,UKSC020563,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
937,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010493,United Kingdom,274.70898193692403,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
944,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010492,United Kingdom,274.70898193692403,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
945,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010657,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
946,EEA_31615-01-7,2007,2007-01--2007-12,UKSC010484,United Kingdom,274.70898193692403,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
950,EEA_3161-02-2,2007,2007-01--2007-12,UKSC006499,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
953,EEA_3161-02-2,2007,2007-01--2007-12,UKSC006800,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
976,EEA_31615-01-7,2008,2008-01--2008-12,FRDR2031,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
988,EEA_3161-05-5,2008,2008-01--2008-12,FRDR91,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
989,EEA_3161-02-2,2008,2008-01--2008-12,FRDR91,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
992,EEA_3161-02-2,2008,2008-01--2008-12,FRDR2031,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
995,EEA_31615-01-7,2008,2008-01--2008-12,FRDR1060,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1006,EEA_3161-05-5,2008,2008-01--2008-12,FRFR157A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1015,EEA_3161-05-5,2008,2008-01--2008-12,FRFR161,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1020,EEA_3161-05-5,2008,2008-01--2008-12,FRFR252A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1025,EEA_3161-01-1,2008,2008-01--2008-12,FRFR161,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1030,EEA_3161-01-1,2008,2008-01--2008-12,FRFR170,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1036,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0112,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1037,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0112,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1038,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0279,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1053,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0111,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1055,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0111,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1057,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0112,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1060,EEA_3161-03-3,2009,2009-01--2009-12,FRHR21,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1068,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0111,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
