index,polution
19,0.6931471805599453
20,0.21849516428378749
27,0.6931471805599453
28,0.8894045150923786
49,0.5108258237659706
52,1.2748794433909594
90,1.2960276914095883
99,0.38499025491877886
105,0.482611317284818
116,0.8557166087826382
117,1.902756569454242
135,1.5009235397045226
136,1.47145089394918
139,0.6850903109770456
179,1.2047215239654205
180,2.2647710699880945
183,1.9152579921765078
210,0.70967484316555
213,0.25568663402194247
221,0.5319356313621034
230,0.1541792508476743
244,1.0386888792781004
265,1.4620370677953092
266,1.4497948436817898
268,0.5186616418263881
273,0.04296369943211572
301,0.1541792508476743
319,0.8846844750272106
324,0.5168090870926692
327,0.8670710754861429
330,0.8931162663151944
331,0.6008076340521433
334,0.5948604752956338
338,1.8661601366375795
340,1.9656875659496797
344,1.2103563858448745
353,0.5452270504833231
361,0.6931471805599453
378,0.4906227123668177
381,1.7889421710344378
384,1.8586109384377667
391,1.6202314520432597
397,1.3729177924115592
417,0.9236396622151931
426,0.6659630166317883
450,1.121416941321373
453,1.045563067578294
475,0.751331179418854
476,0.7129988262625464
479,0.5629547787247429
480,0.5344995713518326
484,0.6931471805599453
487,0.6931471805599453
501,0.8895524282840398
523,0.34309099849667857
524,0.6254634517716221
537,0.8093868035453
552,1.3969053647698249
554,0.6309759884199243
560,2.3223112467779656
562,0.6106711397311656
563,1.3835932163107083
584,1.4974420984593204
591,0.5951665883761953
598,0.860029327365722
599,0.7932594482257509
610,0.3965367015790845
618,1.6453415918471137
628,0.8938487846353294
634,1.298211501206493
636,1.1633570385390737
637,1.308332819650179
646,0.8678355116047518
653,0.277025492263252
654,0.20285920801150262
655,0.9707789171582247
656,0.7450278024369342
658,1.7561322915849038
674,0.8431779566553383
681,1.981518576522681
685,2.3949682660176976
688,2.113311426187451
724,2.056407022442607
726,1.9490751351984696
727,1.9770820739252075
728,1.94185049121276
730,0.6931471805599453
733,0.6931471805599453
734,0.45748244031705954
735,0.6931471805599453
736,0.8291106133757504
744,0.5007752879124892
745,0.985753359674997
760,0.897515576547821
761,0.8726439179724698
769,1.4118597634501706
797,0.7232446726335217
802,0.5784840853239
803,0.9136753146503324
806,0.6505877400541776
808,1.1834159526740606
814,0.1158255655055904
815,0.8846762181048131
818,1.1609922317514696
825,1.0143607362205185
839,1.9897629745351562
842,0.22314355131420976
850,3.3232358401924436
854,1.516642567779391
855,0.10723875066959863
863,1.0664609286510247
870,1.3667546992452735
872,0.1541792508476743
875,0.4537262434776454
884,0.3211627855873447
887,1.8213182714695995
888,1.523509585098038
890,1.117041424136477
898,1.1107713994919195
901,1.7552683606456398
902,0.2023692520977326
927,1.0571998420875626
931,0.45805755822733496
934,0.11064652008706365
937,0.5360254247877329
944,0.5118051438794908
945,1.0924936076599325
946,1.9812359241384188
950,0.14669437915080344
953,0.8236489886241034
976,0.5455713390353043
988,0.18805260293144202
989,0.17180983505707484
992,0.20342562443084886
995,1.450320250884449
1006,0.5122803651165009
1015,0.8961002693796266
1020,0.527953500633847
1025,0.6931471805599453
1030,0.6931471805599453
1036,2.111311990395035
1037,2.014913687152043
1038,0.7630556327749127
1053,1.3505324593759487
1055,1.3193182046953844
1057,0.6589102278160274
1060,0.5572850739304688
1068,0.7761363124899702
1077,2.2115120239442887
1088,2.160068309526249
1090,2.302734081894648
1098,0.8292808094289219
1108,2.1552363938225794
1109,0.5596157879354227
1115,0.5379542911542432
1118,0.6931471805599453
1136,0.9944732489269643
1137,0.04401688541677426
1138,0.1356666114215335
1139,0.8186779030071546
1160,0.7270170650675606
1161,1.0738755084356957
1162,0.8378966644461431
1163,1.0012566850767481
1166,0.8259720736724512
1171,0.3352572130646678
1200,0.3772713737373824
1201,1.3667292056250506
1202,1.640296840020084
